id,name,page_status,page_title,dataset_title,readme,csv_links,csv_preview_links,json_links,zip_links,datapackage_json,total_load_time,script_laod_time,layout_load_time,tables,graphs
"2017-10-17T04:54:50.849Z","gdp-uk","200:OK","OK","OK","OK","200:OK","NOT GENERATED","200:OK","200:OK","200:OK",0.974701999974059,0.330183999998553,0.230553000001237,"OK","OK"
"2017-10-17T04:54:50.872Z","gdp-us","200:OK","OK","OK","OK","200:OK","NOT GENERATED","200:OK","200:OK","200:OK",1.02930199997718,0.344549999972514,0.215803999988566,"OK","OK"
